text,category,amount
Rapido Bill is 24404.00 not 2463 via paytm yesterday,Transport,24404.0
Just paid accessories bill 44702.00 via phonepe,Shopping,44702.0
subway payment 13972.00,Food,13972.0
Vegetables Cost 20397 Rs,Food,20397.0
snack expense INR35798,Food,35798.0
diwali shopping for family INR19693,Shopping,19693.0
23627.00 paid to starbucks,Food,23627.0
paid inr 20585 at rapido on 12/05,Transport,20585.0
Spent 3733.00 on Zara,Shopping,3733.0
fitness payment of 45117.00 yesterday,Health,45117.0
UPI payment to Airtel INR9693,Utilities,9693.0
apple store payment 27923 rs successful,Shopping,27923.0
Spent Inr34018 On Steam,Entertainment,34018.0
Decathlon payment 45543,Shopping,45543.0
zara 35956 no make it inr6818,Shopping,6818.0
"Blinkit 18980 is the amount, not 37231",Food,18980.0
UPI payment to IRCTC Rs. 29575,Transport,29575.0
Ordered from Decathlon 33639.00 upi ref 11511,Shopping,33639.0
ride spent 8404 oh wait it was 2990 rs,Transport,2990.0
Transaction at McDonalds for INR 3210 debt,Food,3210.0
food expense Rs. 16961,Food,16961.0
repairs cost 1101.00,Housing,1101.0
UPI payment to Apple Store INR3511,Shopping,3511.0
Paid INR 30246 at Byju's,Education,30246.0
Indigo INR 12502,Transport,12502.0
Spent ₹2772 on Spotify txn id 667709,Entertainment,2772.0
transaction at flipkart for 38833 rs today,Shopping,38833.0
Went Out For Dinner With Friends ₹7568,Food,7568.0
Paid for toll 21257.00,Transport,21257.0
Indigo INR11420 on 12/05,Transport,11420.0
Zara payment Rs. 33501,Shopping,33501.0
Monthly test 13921 debt,Health,13921.0
spent 45460 rs on charity,Others,45460.0
trip 9790 no make it 28657 rs,Transport,28657.0
Just paid breakfast bill 14595.00,Food,14595.0
Friend Inr 12184 Instead Of 33474 txn id 427412,Others,12184.0
Rs. 42043 paid to H&M,Shopping,42043.0
upi payment to medplus ₹28373,Health,28373.0
Spent Rs. 42067 on Bescom via phonepe,Utilities,42067.0
UPI payment to HP Petrol INR 28111 today,Transport,28111.0
INR 16116 for fee on 12/05,Education,16116.0
Debit swipe Zomato 14811,Food,14811.0
Paid 29018 Rs At Nobroker via phonepe,Housing,29018.0
water tanker charges 9747,Utilities,9747.0
"Cinema ₹7675 Is The Amount, Not 25647 via paytm",Entertainment,7675.0
Gift For Anniversary Rs. 3324 on 12/05,Shopping,3324.0
grocery Bill is 46122... sorry Rs. 13137,Food,13137.0
Spent Inr 2909 On Furniture,Housing,2909.0
gift Typo 48916 read as 29659 rs successful,Shopping,29659.0
atm payment of inr 25535,Others,25535.0
Paid for prepaid 168,Utilities,168.0
Paid ₹22433 at Decathlon,Shopping,22433.0
fuel filled for bike inr 28146 txn id 552588,Transport,28146.0
₹49697 paid to Swiggy,Food,49697.0
37282 For Parking,Transport,37282.0
shopping charges ₹1020,Shopping,1020.0
ride cost 32029,Transport,32029.0
Transaction at Rapido for ₹45438,Transport,45438.0
Apollo Pharmacy payment 36928 rs,Health,36928.0
parking Bill is 32181... sorry 37885 successful,Transport,37885.0
paid for electronics rs. 41953 cred on 12/05,Shopping,41953.0
Paid for received ₹23644,Income,23644.0
32353 for breakfast,Food,32353.0
debit swipe apollo pharmacy inr 6631 txn id 587684 last night,Health,6631.0
monthly gym ₹2478,Health,2478.0
birthday treat for team 49155.00,Food,49155.0
"Fuel Calculated 48114 Incorrectly, Actual Is Inr 4172",Transport,4172.0
petrol charges ₹22688,Transport,22688.0
Zomato Typo 19070 read as INR29336,Food,29336.0
spent 18803 rs on subway,Food,18803.0
Water Bill 30675 Was Debited... Correction ₹28179 via gpay,Housing,28179.0
Ordered from Rapido 41139 rs,Transport,41139.0
Bill From Urban Company Of Rs. 4521,Housing,4521.0
zara inr 4955,Shopping,4955.0
Monthly Clothes 20967 Rs,Shopping,20967.0
bill expense ₹24806 on 12/05,Utilities,24806.0
school paid 17401 wait no ₹45698,Education,45698.0
went out for dinner with friends 7851 rs,Food,7851.0
parking charges at mall rs. 329 debt,Transport,329.0
just paid electronics bill inr 2465,Shopping,2465.0
Just paid ride bill ₹3668,Transport,3668.0
Bill from Ola of ₹49576,Transport,49576.0
Bill from Swiggy of 49040,Food,49040.0
Ordered from H&M 2455,Shopping,2455.0
DishTV payment Rs. 29182,Utilities,29182.0
Debit Swipe Dominos 38778,Food,38778.0
wifi bill payment 23158,Utilities,23158.0
tuition 9334 was debited... correction 226 upi ref 36800,Education,226.0
Rapido 9562 was debited... correction 25914.00,Transport,25914.0
Unknown 15162 no make it ₹10987,Others,10987.0
Ordered from 1mg 18057,Health,18057.0
Paid Inr49395 At Starbucks,Food,49395.0
"Nike Calculated 27886 Incorrectly, Actual Is Inr 43021",Shopping,43021.0
Paid Rs. 30556 at Indigo,Transport,30556.0
Ordered from KFC INR 11177 on card,Food,11177.0
society maintenance paid 39334.00,Housing,39334.0
Ordered from Bank 45477 debt,Income,45477.0
"shopping Calculated 17096 incorrectly, actual is INR 9762",Shopping,9762.0
metro ride to work INR 18481,Transport,18481.0
food expense Rs. 17499,Food,17499.0
recharge expense 375 rs,Utilities,375.0
Transaction At Zara For 14880,Shopping,14880.0
UPI payment to IRCTC ₹47377,Transport,47377.0
bill from mcdonalds of ₹20989 successful,Food,20989.0
bought new sneakers 41999 rs via paytm,Shopping,41999.0
bus payment of 35453 rs,Transport,35453.0
INR 30922 for vegetables,Food,30922.0
Train Ticket Booking Tatkal Inr31632,Transport,31632.0
book payment of 21096 rs,Education,21096.0
parking charges at mall INR 41913,Transport,41913.0
Spent 17829 Rs On Fuel,Transport,17829.0
Transaction At H&M For Rs. 609 upi ref 49515,Shopping,609.0
cab payment of rs. 26439 debt,Transport,26439.0
dental cleaning charges inr 46909 last night,Health,46909.0
Paid 36380.00 at Ola debt,Transport,36380.0
Spent 34650 On H&M,Shopping,34650.0
auto ₹13438 ... not 43661 today,Transport,13438.0
apparel expense 2278.00,Shopping,2278.0
parking charges at mall ₹20925 today,Transport,20925.0
Home Centre 3636.00 on card,Housing,3636.0
Maid Salary For This Month ₹18707,Housing,18707.0
gift payment of INR20307,Shopping,20307.0
₹16790 for movie,Entertainment,16790.0
19131 for game,Entertainment,19131.0
bought new curtains for hall ₹31191,Housing,31191.0
₹29105 paid to Pizza Hut cred,Food,29105.0
Spent Inr 26089 On Mobile,Utilities,26089.0
Amazon 1934.00,Shopping,1934.0
Swiggy Transfer 38126 Actually 3554.00 txn id 248140 on 12/05,Food,3554.0
debit swipe asian paints inr 14889,Housing,14889.0
Uber ₹29062,Transport,29062.0
Gift 27335 No Make It ₹40634,Shopping,40634.0
Bill from Steam of ₹48371 yesterday,Entertainment,48371.0
bought vegetables from local shop Rs. 35903,Food,35903.0
gift for anniversary inr17344 via phonepe,Shopping,17344.0
Ordered from KFC 10626 via gpay,Food,10626.0
concert Paid 26534 wait no 18612,Entertainment,18612.0
Spent INR 26459 on Google Pay,Income,26459.0
UPI payment to Blinkit 42289 rs,Food,42289.0
31854.00 for auto,Transport,31854.0
Spent INR9284 on clothes via phonepe,Shopping,9284.0
Spent Inr 47153 On Show,Entertainment,47153.0
spent inr 17764 on transfer yesterday,Others,17764.0
ordered from netflix 9419.00,Entertainment,9419.0
Debit swipe Steam INR35226 via paytm today,Entertainment,35226.0
Paid INR5533 at Rapido,Transport,5533.0
13897 paid to Cure.fit,Health,13897.0
Bill from Starbucks of INR569,Food,569.0
monthly bus pass renewal inr21318,Transport,21318.0
Spent Rs. 34569 on restaurant,Food,34569.0
ordered from urban company inr6997 last night,Housing,6997.0
paid inr9181 at burger king,Food,9181.0
Just paid shoes bill INR 24879,Shopping,24879.0
nike transfer 25082 actually 44144,Shopping,44144.0
gift expense 6673.00,Shopping,6673.0
Ordered from Flipkart 8619.00,Shopping,8619.0
Petrol Transfer 36659 Actually Inr2770,Transport,2770.0
Swiggy Inr18459 debt,Food,18459.0
Gift Payment Of Inr13991 via paytm,Shopping,13991.0
sunday brunch bill 39735,Food,39735.0
party payment of ₹49221,Entertainment,49221.0
cafe charges INR 40328,Food,40328.0
lunch expense Rs. 13723 txn id 317146 on 12/05,Food,13723.0
Transferred Payment Of Inr 6257,Income,6257.0
"vegetables Calculated 17100 incorrectly, actual is 14511.00 via phonepe",Food,14511.0
Nike INR42170 instead of 5720,Shopping,42170.0
Just paid shoes bill 9276 rs debt,Shopping,9276.0
Paid INR5628 at Friend,Others,5628.0
PVR Rs. 20698,Entertainment,20698.0
maid Bill is 46731... sorry INR18277,Housing,18277.0
Paid ₹36962 at KFC,Food,36962.0
Train 3018.00 ... Not 40296,Transport,3018.0
26800 rs paid to Dominos txn id 496077,Food,26800.0
food cost 40654 rs,Food,40654.0
"diesel INR 27933 is the amount, not 46378",Transport,27933.0
sunday brunch bill 19688 via phonepe,Food,19688.0
"Amazon 20842.00 is the amount, not 12674",Shopping,20842.0
dinner charges Rs. 41202 successful,Food,41202.0
spent inr 29065 on rapido,Transport,29065.0
Tea Break At Stall 14796.00,Food,14796.0
43216 Paid To Dominos,Food,43216.0
Coffee Cost Inr 43777,Food,43777.0
Paid For Toll Inr43188,Transport,43188.0
Monthly shoes 19754,Shopping,19754.0
INR 22039 for gift via gpay,Shopping,22039.0
₹5651 paid to Burger King via paytm,Food,5651.0
UPI payment to PlayStation Rs. 45958,Entertainment,45958.0
Bescom INR43268,Utilities,43268.0
Spent Rs. 23663 On Metro,Transport,23663.0
Amazon Prime Payment 38725 Rs via phonepe on 12/05,Entertainment,38725.0
cinema cost INR6457 via gpay,Entertainment,6457.0
Transaction at Byju's for 10409 rs on card,Education,10409.0
Jio payment Rs. 47714,Utilities,47714.0
toll charges INR47946,Transport,47946.0
Paid INR44673 at Decathlon,Shopping,44673.0
gift charges Rs. 44370,Shopping,44370.0
Mobile Bill Is 31871... Sorry 30681 Rs via paytm,Utilities,30681.0
Paid for workshop ₹12563 yesterday,Education,12563.0
Dth Yearly Subscription Inr45439,Utilities,45439.0
Bought New Sneakers Inr 34072,Shopping,34072.0
Debit swipe Kindle Rs. 16824 txn id 649991 yesterday,Education,16824.0
office canteen lunch Rs. 45188,Food,45188.0
Monthly Event ₹33181,Entertainment,33181.0
monthly bus pass renewal 30608,Transport,30608.0
₹7330 for prepaid,Utilities,7330.0
Paid 46187 at IKEA,Housing,46187.0
debit swipe indigo 22139.00,Transport,22139.0
Spent INR41262 on grocery,Food,41262.0
"Dominos Rs. 36394 Is The Amount, Not 37850 debt",Food,36394.0
booked flight tickets for vacation INR39011 today,Transport,39011.0
Monthly mobile INR 27275,Utilities,27275.0
yoga charges INR8615,Health,8615.0
grocery 12573 was debited... correction ₹47246,Food,47246.0
Paid ₹38964 At Shell,Transport,38964.0
Debit swipe Zomato INR 31025,Food,31025.0
Bill from DishTV of Rs. 8750,Utilities,8750.0
Ordered from McDonalds 9134 rs via paytm,Food,9134.0
Byju's Spent 33371 oh wait it was 12679.00 successful,Education,12679.0
Ordered from Airtel ₹46450,Utilities,46450.0
birthday gift 299,Shopping,299.0
Debit swipe BigBasket INR898,Food,898.0
Bescom 14733,Utilities,14733.0
Bill from Myntra of ₹803,Shopping,803.0
Spent 46079 on Zomato,Food,46079.0
Debit swipe Google Pay INR19606,Income,19606.0
Monthly Grocery 34767,Food,34767.0
cashback from credit card 49656 rs,Income,49656.0
monthly bus pass renewal Rs. 36573,Transport,36573.0
"gas bill calculated 34655 incorrectly, actual is ₹5128",Housing,5128.0
Spent 750.00 on McDonalds,Food,750.0
Rs. 31112 paid to McDonalds via phonepe,Food,31112.0
Monthly Postpaid 6733 Rs,Utilities,6733.0
vi typo 16047 read as 27945.00 on 12/05,Utilities,27945.0
IMAX INR 32629,Entertainment,32629.0
office cab ride INR24777,Transport,24777.0
Debit swipe Cult.fit Rs. 29399,Health,29399.0
dinner expense 15023 rs,Food,15023.0
Subway Payment ₹2034,Food,2034.0
spent 36800.00 on h&m,Shopping,36800.0
weekend party expenses 6956 last night,Entertainment,6956.0
Spent Rs. 24361 on apparel,Shopping,24361.0
Paid 8486 rs at Air Asia,Transport,8486.0
6774.00 for toll cred,Transport,6774.0
Paid for gift Rs. 7221,Shopping,7221.0
UPI payment to Jio INR32935,Utilities,32935.0
shopping spree at mall INR44529,Shopping,44529.0
purchase payment of ₹38265,Shopping,38265.0
Monthly Dinner Inr1306 on 12/05,Food,1306.0
Spent 48689 Rs On Airtel,Utilities,48689.0
Monthly cinema 6478,Entertainment,6478.0
Ordered from Apple Store Rs. 20589,Shopping,20589.0
"Movie Calculated 9224 Incorrectly, Actual Is Inr46520",Entertainment,46520.0
Paid for gift ₹29072,Shopping,29072.0
just paid accessories bill rs. 7539,Shopping,7539.0
dominos bill is ₹20463 not 32996,Food,20463.0
gas bill cost inr 19071,Housing,19071.0
bought vegetables from local shop INR14386,Food,14386.0
IMAX Spent 49752 oh wait it was INR1777 successful,Entertainment,1777.0
Transaction at Adidas for INR 19834,Shopping,19834.0
mobile payment of 36270 rs via phonepe,Utilities,36270.0
₹3641 paid to DishTV,Utilities,3641.0
Spent 45416 on Uber,Transport,45416.0
UPI payment to Vi INR41367,Utilities,41367.0
fuel filled for bike 28935.00,Transport,28935.0
Zomato 15196.00,Food,15196.0
diesel charges INR24323 via paytm,Transport,24323.0
bought new curtains for hall ₹46953,Housing,46953.0
UPI payment to MedPlus 18738 rs today,Health,18738.0
transaction at mcdonalds for 46685 rs,Food,46685.0
Paid 4058 at NoBroker,Housing,4058.0
Ordered from NoBroker 5044 rs,Housing,5044.0
Spent ₹19692 on Instamart,Food,19692.0
Just paid food bill 39581 rs debt,Food,39581.0
Shell payment Rs. 34865,Transport,34865.0
Just paid credit bill 25415.00,Income,25415.0
Spent 8749 rs on BigBasket,Food,8749.0
"snack INR34241 is the amount, not 39527",Food,34241.0
Upi Payment To Bigbasket ₹16487,Food,16487.0
zomato 17128 was debited... correction 21712,Food,21712.0
"food Calculated 40925 incorrectly, actual is 9731",Food,9731.0
1173 rs for diesel,Transport,1173.0
Bill from Friend of Rs. 47855,Others,47855.0
Monthly Breakfast 5834,Food,5834.0
spent 11562 on medplus via phonepe,Health,11562.0
just paid cafe bill 47992 rs,Food,47992.0
Transaction At Charity For 30242,Others,30242.0
paid for dinner inr13298 yesterday,Food,13298.0
Ordered From Flipkart 19804,Shopping,19804.0
Spent 20922.00 on toll,Transport,20922.0
Decathlon Inr39196 cred,Shopping,39196.0
ride expense 2808.00 last night,Transport,2808.0
Bill from Unknown of 930.00,Others,930.0
INR39313 for dinner,Food,39313.0
internet expense 10755 via paytm,Utilities,10755.0
Prepaid Typo 30752 Read As 19245 Rs via phonepe,Utilities,19245.0
Dominos payment 31551.00,Food,31551.0
concert tickets booking 16551,Entertainment,16551.0
Spent Rs. 21620 on Ajio txn id 389862,Shopping,21620.0
Ordered from Burger King Rs. 31025,Food,31025.0
Paid ₹19019 At Nike,Shopping,19019.0
bought vegetables from local shop 28533.00 yesterday,Food,28533.0
transaction at dominos for ₹9550,Food,9550.0
transaction at myntra for rs. 30558,Shopping,30558.0
Bill from Adidas of 6852 cred,Shopping,6852.0
Spent Rs. 13480 On Gift,Shopping,13480.0
UPI payment to IKEA Rs. 24141 via paytm,Housing,24141.0
Paid for electronics INR 18039 successful,Shopping,18039.0
prepaid payment of inr8695,Utilities,8695.0
paid for electronics 8694 rs,Shopping,8694.0
Monthly trip 6254.00,Transport,6254.0
Spent INR 33359 on Zara,Shopping,33359.0
plumbing service charge 22.00,Housing,22.0
indigo payment ₹33759 successful,Transport,33759.0
electronics store bill 36879.00 last night,Shopping,36879.0
Ordered from Bescom 46794 rs,Utilities,46794.0
Paid for shoes 11538 rs via paytm,Shopping,11538.0
shopping spree at mall 19190,Shopping,19190.0
Debit swipe Adidas ₹45511,Shopping,45511.0
Paid 23356.00 at HP Petrol,Transport,23356.0
Practo 41201 Rs,Health,41201.0
Spent INR 5310 on repairs,Housing,5310.0
Debit Swipe Act Fibernet ₹10333,Utilities,10333.0
Monthly Fitness Center Inr 7797,Entertainment,7797.0
money transferred to account INR 1410,Income,1410.0
Movie Charges 34918 Rs on card,Entertainment,34918.0
Flipkart 5271.00 ... not 20219,Shopping,5271.0
interest payment of 40700.00,Income,40700.0
17666.00 for snack,Food,17666.0
gift Not 30470 but INR6984 via gpay last night,Shopping,6984.0
shopping charges 43649 rs,Shopping,43649.0
Restaurant Cost Inr 31145 debt,Food,31145.0
33805 paid to Bescom,Utilities,33805.0
UPI payment to Uber 43134 rs txn id 895478 on 12/05,Transport,43134.0
Ordered from Instamart INR21286,Food,21286.0
water tanker charges 38909 rs,Utilities,38909.0
interest Not 15020 but 13978 rs,Income,13978.0
₹42456 paid to steam,Entertainment,42456.0
17834 rs for apparel on 12/05,Shopping,17834.0
Lunch Transfer 32694 Actually 5212,Food,5212.0
Monthly Gym 47011 via gpay,Health,47011.0
Paid 6517 at Ola,Transport,6517.0
restaurant expense 36140.00,Food,36140.0
McDonalds 37314 rs,Food,37314.0
"Netflix INR16275 is the amount, not 3478",Entertainment,16275.0
paid 48338 at myntra via paytm,Shopping,48338.0
BigBasket payment 10360 rs,Food,10360.0
Debit Swipe Kfc 36922.00,Food,36922.0
metro ride to work rs. 20254 via gpay last night,Transport,20254.0
Paid For Vegetables 49606,Food,49606.0
clothes cost Rs. 32083,Shopping,32083.0
inr 35559 for lunch,Food,35559.0
paid for deposited rs. 5586,Income,5586.0
cult.fit payment inr 4839,Health,4839.0
electronics cost INR 9225 via phonepe,Shopping,9225.0
book INR33131 instead of 19999,Education,33131.0
Paid for coffee 19766 via paytm,Food,19766.0
Blinkit Not 6243 but 42266 last night,Food,42266.0
Spent 47461.00 on Starbucks cred,Food,47461.0
Employer payment INR 26934,Income,26934.0
16688 Rs Paid To Home Centre,Housing,16688.0
13525.00 paid to swiggy,Food,13525.0
sunday brunch bill 15182.00,Food,15182.0
Rapido Payment 32120.00 upi ref 81823,Transport,32120.0
Ordered Clothes Online Rs. 44328,Shopping,44328.0
bill from myntra of 23505 rs last night,Shopping,23505.0
Instamart 33091 rs,Food,33091.0
₹332 paid to Act Fibernet,Utilities,332.0
Transaction At Tata Sky For Rs. 24632,Utilities,24632.0
electronics store bill inr 18708 on card,Shopping,18708.0
Nike Payment ₹35170,Shopping,35170.0
airtel bill is inr 6202 not 36037 cred,Utilities,6202.0
INR 7555 for metro,Transport,7555.0
Ola 7366 Rs,Transport,7366.0
consultation 18418 was debited... correction 48380.00 cred,Health,48380.0
upi payment to amazon ₹22127 upi ref 25271,Shopping,22127.0
gift expense 4140.00,Shopping,4140.0
Spent Rs. 20192 on clothes,Shopping,20192.0
gas cylinder booking 32815.00,Utilities,32815.0
fruits charges rs. 9772,Food,9772.0
Bill from Ola of ₹39826 via phonepe,Transport,39826.0
Spent 14647.00 on BookMyShow,Entertainment,14647.0
stipend bill is 35813 rs not 12129 via gpay,Income,35813.0
fuel bill is 28845... sorry rs. 17160,Transport,17160.0
